,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
2168,ropi02,1835295,Rothmans Longs Violet,30.0,"[100, 63, 13]",1,1.0,1.0,1,1,1
2169,ropi02,1836075,Golden Virginia cigaretový tabák,36.0,"[122, 72, 18]",2,2.0,2.0,2,2,2
2170,ropi02,898701,nimm2 Pomerančovo-citronová náplň,94.0,"[26, 138, 180]",25,25.0,25.0,25,25,25
2171,ropi02,898791,Wrigley's Orbit žvýkačky bez cukru s peppermintovou příchutí dóza,82.0,"[80, 57, 69]",46,39.0,39.0,51,51,39
2172,ropi02,899040,Dr.Oetker Krtkův dort,463.0,"[212, 143, 47]",55,57.0,55.0,58,58,57
2173,ropi02,899106,Giana Rajčata loupaná celá,466.0,"[108, 73, 73]",1,1.0,1.0,1,1,1
2174,ropi02,899169,Lagris Rýže parboiled+indiánská,518.0,"[171, 39, 124]",51,51.0,51.0,51,51,51
2175,ropi02,899265,Exotic Food Zelená kari pasta,56.0,"[11, 120, 164]",49,48.0,48.0,62,50,48
2176,ropi02,899310,Kotányi Pepř bílý mletý,20.0,"[10, 103, 140]",31,30.0,30.0,53,31,30
2177,ropi02,899352,Podravka přísada Natur,160.0,"[43, 129, 176]",59,59.0,59.0,59,59,59
2178,ropi02,899388,illy Espresso káva mletá,388.0,"[144, 90, 90]",36,35.0,35.0,36,36,35
2179,ropi02,899397,Tassimo Jacobs Cappuccino kapsle,387.0,"[174, 151, 75]",14,13.0,12.0,15,15,13
2180,ropi02,899403,Jihlavanka Standard Original pražená mletá káva,254.0,"[45, 146, 223]",47,48.0,47.0,50,50,48
2181,ropi02,899418,Nescafé Dolce Gusto Espresso Intenso,193.0,"[122, 122, 123]",1,1.0,1.0,1,1,1
2182,ropi02,899421,Nescafé Dolce Gusto Latte Macchiato,274.0,"[122, 123, 124]",1,1.0,1.0,1,1,1
2183,ropi02,899439,Pickwick Zelený čaj variace,60.0,"[73, 63, 122]",41,41.0,41.0,41,41,41
2184,ropi02,899448,Teekanne Čaj Dýchací cesty,40.0,"[75, 79, 82]",1,1.0,1.0,1,1,1
2185,ropi02,899451,Tchibo Exclusive pražená mletá káva,258.0,"[90, 49, 152]",1,1.0,1.0,1,1,1
2186,ropi02,900135,Flour Tortillas Tomato s chilli 25cm 6ks,434.0,"[132, 72, 99]",21,38.0,20.0,43,43,38
2187,ropi02,900279,Duck Fresh Discs Levandule 36ml,96.0,"[53, 142, 182]",24,24.0,24.0,25,25,24
2188,ropi02,900354,Bionebio BIO Moje sušenky kakaové s kokosem,130.0,"[66, 103, 165]",4,3.0,3.0,4,4,3
2189,ropi02,900357,Bionebio BIO Melasky - celozrnné sušenky,138.0,"[74, 110, 162]",6,3.0,3.0,6,6,3
2190,ropi02,900435,Lagris Fazole červená,485.0,"[59, 90, 153]",46,46.0,46.0,46,46,46
2191,ropi02,900438,Douwe Egberts Grand aroma mletá káva,256.0,"[49, 84, 154]",1,1.0,1.0,1,1,1
2192,ropi02,900501,Sonnentor BIO Čaj Balzám na nervy,60.0,"[124, 72, 85]",29,29.0,29.0,30,29,29
2193,ropi02,900516,Sonnentor BIO Čaj Dobrá nálada,62.0,"[82, 74, 126]",2,0.0,,2,2,0
2194,ropi02,900522,Sonnentor BIO Čaj Lehčí než pírko,70.0,"[81, 72, 126]",13,13.0,13.0,13,13,13
2195,ropi02,900525,Sonnentor BIO Čaj Meduňka citronová sypaný,68.0,"[63, 103, 214]",26,26.0,26.0,26,26,26
2196,ropi02,900528,Sonnentor BIO Poznávací sada čajů „Ochutnej“,71.0,"[120, 70, 180]",12,12.0,12.0,12,12,12
2197,ropi02,900531,Sonnentor BIO Čaj Pro dobrý pocit v břiše,60.0,"[84, 71, 124]",28,28.0,28.0,29,28,28
2198,ropi02,900549,Sonnentor BIO Majoránka,20.0,"[110, 35, 55]",41,39.0,39.0,42,41,39
2199,ropi02,900555,Sonnentor BIO Pepř barevný celý,58.0,"[110, 35, 55]",66,65.0,65.0,69,66,65
2200,ropi02,900558,Sonnentor BIO Pepř černý celý,58.0,"[110, 35, 55]",22,19.0,19.0,22,22,19
2201,ropi02,900561,Sonnentor BIO Tymián,28.0,"[112, 38, 57]",39,38.0,38.0,40,39,38
2202,ropi02,900597,Nutrifree Panfette Domácí krájený chléb bez lepku,394.0,"[63, 183, 245]",33,33.0,33.0,34,34,33
2203,ropi02,900639,Holle BIO Rýžová kaše,300.0,"[62, 126, 204]",13,13.0,13.0,13,13,13
2204,ropi02,900696,Kávoviny Melta instant,302.0,"[150, 99, 99]",27,27.0,27.0,37,28,27
2205,ropi02,900723,Vitakáva,290.0,"[150, 99, 99]",17,17.0,17.0,19,17,17
2206,ropi02,900753,nimm2 Soft fruit,100.0,"[151, 163, 24]",97,95.0,94.0,98,98,95
2207,ropi02,900768,nimm2 Smilegummi,104.0,"[33, 113, 167]",80,81.0,79.0,84,82,81
2208,ropi02,900984,Hamé Maďarský guláš sterilované hotové jídlo EasyCup,448.0,"[85, 103, 103]",12,11.0,11.0,12,12,11
2209,ropi02,901005,Hamé Krůtí ve vlastní šťávě,360.0,"[47, 99, 100]",18,18.0,18.0,18,18,18
2210,ropi02,901008,Hamé Vepřové maso ve vlastní šťávě,360.0,"[46, 100, 100]",32,31.0,31.0,32,32,31
2211,ropi02,901200,Ecover All in One tablety do myčky,551.0,"[143, 64, 140]",16,16.0,16.0,16,16,16
2212,ropi02,901218,Skittles ovocné žvýkací bonbóny,38.0,"[16, 66, 133]",91,87.0,87.0,96,93,87
2213,ropi02,901248,Nescafé Dolce Gusto Caffé Lungo,195.0,"[123, 122, 123]",79,79.0,79.0,79,79,79
2214,ropi02,901257,Bonavita Zajíc Sójový nápoj natural,448.0,"[57, 151, 215]",37,38.0,37.0,38,38,38
2215,ropi02,901317,Dr.Oetker Muffiny s čokoládou v prášku,356.0,"[214, 53, 142]",30,30.0,30.0,30,30,30
2216,ropi02,901536,Orion Pralinky rumové,150.0,"[26, 87, 171]",55,54.0,54.0,56,55,54
2217,ropi02,901539,"Nutrifree Hamburger bulky bezlepkové, 2ks",200.0,"[46, 127, 296]",39,35.0,34.0,42,42,35
2218,ropi02,901671,Durex Feel thin extra lubricated,40.0,"[43, 63, 127]",26,26.0,26.0,27,26,26
2219,ropi02,901752,"Ahmad Tea Revitalise Šípek, ibišek a třešeň (20x2g)",78.0,"[80, 70, 134]",35,35.0,35.0,35,35,35
2220,ropi02,901878,Curaprox Ultra Soft 5460 zubní kartáčky,58.0,"[27, 69, 224]",31,28.0,28.0,32,32,28
2221,ropi02,902310,Exotic Food Tom Yum paste,60.0,"[11, 119, 164]",35,37.0,37.0,40,37,37
2222,ropi02,902493,Nestlé FITNESS Jogurtové snídaňové cereálie,400.0,"[48, 194, 261]",36,37.0,36.0,37,37,37
2223,ropi02,902613,Zemanka BIO Dýňové krekry se špaldou a česnekem,106.0,"[59, 103, 180]",23,21.0,21.0,27,25,21
2224,ropi02,902616,Zemanka BIO Sýrové krekry se špaldou a slunečnicí,106.0,"[61, 102, 175]",41,37.0,37.0,44,42,37
2225,ropi02,902679,Opavia BeBe Rodinné mléčné cereální sušenky,142.0,"[128, 51, 62]",137,135.0,135.0,139,137,135
2226,ropi02,902724,Dilmah Čaj zelený Marocká máta,58.0,"[58, 80, 130]",1,1.0,1.0,1,1,1
2227,ropi02,902727,Dilmah Zelený čaj,58.0,"[57, 81, 131]",31,29.0,29.0,31,31,29
2228,ropi02,902796,Bohemilk Mléko sušené plnotučné,440.0,"[61, 127, 200]",26,26.0,26.0,26,26,26
2229,ropi02,902838,Tampax Compak Regular Tampony,88.0,"[74, 69, 92]",29,29.0,29.0,29,29,29
2230,ropi02,902856,Gillette Venus Classic Strojek + 2 hlavice,64.0,"[57, 88, 199]",8,8.0,8.0,9,8,8
2231,ropi02,902949,Nescafé Dolce Gusto Espresso,170.0,"[122, 122, 122]",2,2.0,2.0,2,2,2
2232,ropi02,903042,Rio Mare Tuňák v extra panenském olivovém oleji 3×80g,328.0,"[68, 202, 36]",14,6.0,6.0,14,14,6
2233,ropi02,903093,Duck Fresh Discs Limetka 36ml,90.0,"[53, 142, 183]",31,31.0,31.0,31,31,31
2234,ropi02,903222,NOMINAL Bezlepková směs se lněnou vlákninou,547.0,"[47, 147, 195]",11,11.0,11.0,11,11,11
2235,ropi02,903225,NOMINAL Bezlepková směs s pohankou,549.0,"[193, 49, 147]",7,7.0,7.0,7,7,7
2236,ropi02,903297,Vitana Polévka rajská,80.0,"[17, 128, 154]",23,22.0,22.0,23,23,22
2237,ropi02,903318,"Vergnano Gran Aroma, mletá káva",254.0,"[47, 79, 158]",6,6.0,6.0,6,6,6
2238,ropi02,903324,Vergnano Arabica kasple,114.0,"[122, 94, 118]",23,23.0,23.0,23,23,23
2239,ropi02,903408,MAGGI Dobrý hostinec Kuře na paprice s těstovinami,160.0,"[29, 156, 214]",83,80.0,80.0,83,83,80
2240,ropi02,903468,Tchibo Cafissimo Espresso Elegant,120.0,"[49, 59, 198]",12,12.0,12.0,12,12,12
2241,ropi02,903471,Sudocrem,152.0,"[53, 86, 86]",19,18.0,18.0,19,19,18
2242,ropi02,903600,JOJO Medvídci želé bonbóny s ovocnými příchutěmi,172.0,"[32, 147, 182]",103,98.0,94.0,112,112,98
2243,ropi02,903657,HiPP Mama čaj pro kojící matky,244.0,"[150, 74, 74]",50,47.0,47.0,59,50,47
2244,ropi02,903690,HiPP Babysanft Čisticí vlhčené ubrousky aqua natural,78.0,"[10, 200, 105]",32,33.0,33.0,34,33,33
2245,ropi02,903726,Bionebio BIO Kukuřičné lupínky dětské,218.0,"[65, 148, 243]",21,20.0,20.0,21,21,20
2246,ropi02,903975,Sunar Mléčná rýžová kaše na dobrou noc banánová,270.0,"[131, 64, 204]",29,29.0,29.0,29,29,29
2247,ropi02,903987,Sunar Malinový nápoj,246.0,"[142, 90, 90]",19,19.0,19.0,20,19,19
2248,ropi02,903990,Sunar Rozpustný nápoj šípkový s borůvkami,240.0,"[142, 90, 90]",17,17.0,17.0,17,17,17
2249,ropi02,904143,Hami Sušenky keksíky,248.0,"[191, 79, 150]",1,1.0,1.0,1,1,1
2250,ropi02,904170,Hami Kapsička jablíčko a banán,107.0,"[155, 82, 35]",64,46.0,46.0,69,69,46
2251,ropi02,904173,Hami Kapsička ovocný koktejl,107.0,"[155, 82, 35]",1,0.0,,1,1,0
2252,ropi02,904302,Bio-D Mýdlo s konopným olejem,100.0,"[27, 53, 81]",2,1.0,1.0,2,2,1
2253,ropi02,904518,Cafédirect BIO Machu Picchu SCA 82 mletá káva,240.0,"[73, 111, 186]",1,1.0,1.0,1,1,1
2254,ropi02,904524,Cafédirect BIO Machu Picchu SCA 82 zrnková káva,240.0,"[63, 114, 202]",2,2.0,2.0,2,2,2
2255,ropi02,904659,Babybio BIO Nemléčná rýžovo-quinoová kaše s vanilkou,318.0,"[124, 101, 101]",28,28.0,28.0,29,28,28
2256,ropi02,904671,Babybio BIO Kapsička krupice s vanilkou (4×90g),392.0,"[132, 68, 137]",20,20.0,20.0,20,20,20
2257,ropi02,904683,Babybio BIO Dýňová polévka s pastiňákem,194.0,"[28, 123, 138]",17,16.0,16.0,17,17,16
2258,ropi02,904725,Babybio BIO Ratatouille po provensálsku s rýží – večerní (2×200g),440.0,"[65, 95, 192]",14,13.0,13.0,14,14,13
2259,ropi02,904728,Babybio BIO Lilek na způsob musaky s jehněčím masem (2×200g),444.0,"[64, 94, 190]",8,8.0,8.0,8,8,8
2260,ropi02,904731,Babybio BIO Brambory a špenát s lososem a rýží (2×200g),448.0,"[64, 95, 190]",10,10.0,10.0,10,10,10
2261,ropi02,904734,Babybio BIO Zelenina s kuřetem a quinoa (2×200g),454.0,"[63, 94, 191]",13,13.0,13.0,13,13,13
2262,ropi02,904737,Babybio BIO Dušená zelenina s jehněčím masem,266.0,"[43, 128, 130]",15,10.0,10.0,15,15,10
2263,ropi02,904746,Always Ultra Normal Plus Hygienické vložky s křidélky,90.0,"[77, 101, 184]",73,72.0,71.0,74,74,72
2264,ropi02,904752,Naturella Vložky Ultra Maxi,80.0,"[48, 105, 187]",26,26.0,26.0,26,26,26
2265,ropi02,904833,Zemanka BIO Kávové sušenky,106.0,"[42, 101, 176]",15,14.0,14.0,15,15,14
2266,ropi02,905025,Bel Premium Vlhké odličovací tampony s aloe vera,76.0,"[80, 80, 51]",14,14.0,14.0,15,14,14
2267,ropi02,905052,Weleda BIO Čaj pro kojící ženy – 20 nálevových sáčků,80.0,"[69, 77, 134]",42,42.0,42.0,42,42,42
2268,ropi02,905079,Propesko Konzerva pro kočky s hovězím a játry v želé,472.0,"[108, 73, 73]",1,1.0,1.0,1,1,1
2269,ropi02,905175,Linteo Vlhčené ubrousky pro intimní hygienu,40.0,"[21, 79, 150]",27,28.0,28.0,28,28,28
2270,ropi02,905232,Werther´s Original Creamy Filling,86.0,"[28, 157, 157]",39,39.0,39.0,39,39,39
2271,ropi02,905262,Linteo Baby Dětské vlhčené ubrousky ultra sensitive 64 ks,342.0,"[74, 110, 244]",17,15.0,15.0,17,17,15
2272,ropi02,905370,Country Life Otruby ovesné,250.0,"[44, 107, 163]",28,28.0,28.0,28,28,28
2273,ropi02,905385,Brit Paté & Meat Rabbit pro psy,460.0,"[110, 80, 80]",1,0.0,,1,1,0
2274,ropi02,905388,Brit Paté & Meat Chicken pro psy,458.0,"[107, 73, 73]",56,50.0,49.0,59,58,50
2275,ropi02,905511,Brit Animals HAMSTER Complete pro křečky,298.0,"[69, 137, 250]",14,13.0,13.0,14,14,13
2276,ropi02,905640,Maldon Sůl mořská,270.0,"[132, 65, 86]",55,54.0,54.0,59,56,54
2277,ropi02,905658,Dr.Oetker Krémová náplň čokoládová,84.0,"[185, 120, 12]",6,6.0,6.0,6,6,6
2278,ropi02,906102,Kávoviny Melta káva porce,182.0,"[80, 145, 65]",62,61.0,61.0,62,62,61
2279,ropi02,906129,Moltex Pure & Nature EKO Jednorázové dětské plenky newborn 2–4 kg (velikost 1),486.0,"[122, 94, 118]",8,8.0,8.0,8,8,8
2280,ropi02,906360,Nestlé Sinlac Nemléčná kaše,559.0,"[210, 144, 62]",24,25.0,24.0,25,25,25
2281,ropi02,906471,Sonnentor BIO Děkuji,68.0,"[120, 70, 80]",23,19.0,19.0,23,23,19
2282,ropi02,906480,Country Life BIO Rýže černá natural,496.0,"[59, 102, 156]",27,25.0,25.0,27,27,25
2283,ropi02,906483,Country Life BIO Rýže jasmínová,500.0,"[48, 106, 161]",49,51.0,50.0,52,51,51
2284,ropi02,906546,illy Espresso káva mletá bez kofeinu,382.0,"[144, 90, 90]",14,14.0,14.0,14,14,14
2285,ropi02,906549,Van Houten Kakao,140.0,"[43, 82, 125]",46,46.0,46.0,46,46,46
2286,ropi02,906606,K2r Čistič pračky 3v1,170.0,"[122, 94, 118]",43,43.0,43.0,43,43,43
2287,ropi02,906702,Giana Filety ze sledě v rostlinném oleji,190.0,"[27, 82, 149]",9,9.0,9.0,9,9,9
2288,ropi02,906822,Franz Josef Kaiser Olivy zelené plněné tuňákovou pastou,344.0,"[101, 83, 99]",1,1.0,1.0,1,1,1
2289,ropi02,906918,"Holle BIO Kapsička broskev, meruňka, banán a špalda",110.0,"[100, 50, 20]",7,6.0,6.0,7,7,6
2290,ropi02,907002,Wasa Original crisp,237.0,"[45, 133, 150]",29,29.0,29.0,29,29,29
2291,ropi02,907074,Dr.Oetker Želatina na vaječnou tlačenku a aspiky,22.0,"[16, 73, 110]",24,25.0,25.0,29,25,25
2292,ropi02,907122,Probio BIO Kukuřičná mouka hladká,458.0,"[59, 116, 202]",30,30.0,30.0,31,31,30
2293,ropi02,907128,Probio BIO Krupice kukuřičná,446.0,"[59, 95, 238]",33,33.0,33.0,33,33,33
2294,ropi02,907134,Probio BIO Krupice pšeničná celozrnná,406.0,"[44, 99, 222]",12,11.0,11.0,14,14,11
2295,ropi02,907170,nimm2 Smilegummi Apple Buddies,112.0,"[27, 137, 152]",90,89.0,89.0,91,90,89
2296,ropi02,907356,Biolinie BIO Bulgur s červenou čočkou,236.0,"[185, 87, 90]",9,9.0,9.0,9,9,9
2297,ropi02,907443,Max Sport BIO Organic pasta černé fazole,208.0,"[59, 172, 278]",13,13.0,13.0,13,13,13
2298,ropi02,907524,Vitana Hovězí polévka,62.0,"[15, 127, 157]",41,41.0,41.0,44,41,41
2299,ropi02,907527,Vitana Poctivá Bramboračka s houbami,104.0,"[27, 144, 196]",26,26.0,26.0,26,26,26
2300,ropi02,907530,Vitana Poctivá Gulášová polévka,108.0,"[28, 145, 193]",82,82.0,82.0,82,82,82
2301,ropi02,907566,Vitana Houbový bujón s hříbky 3l (6x10g),64.0,"[16, 59, 79]",39,37.0,37.0,41,40,37
2302,ropi02,907575,Vitana Vanilínový cukr pack 5ks,110.0,"[28, 88, 151]",17,17.0,17.0,17,17,17
2303,ropi02,907662,Probio BIO Čočka zelená,500.0,"[44, 104, 214]",19,19.0,18.0,21,21,19
2304,ropi02,907665,Probio BIO Fazole bílá ledvina,500.0,"[44, 103, 206]",38,40.0,36.0,43,43,40
2305,ropi02,907668,Probio BIO Fazole červená ledvina,508.0,"[47, 99, 214]",23,25.0,23.0,26,26,25
2306,ropi02,907755,Probio BIO Vločky rýžové,204.0,"[53, 89, 169]",20,20.0,20.0,20,20,20
2307,ropi02,907785,Biolinie BIO Fazole bílé Cannelliny sterilované,486.0,"[108, 72, 74]",66,66.0,66.0,66,66,66
2308,ropi02,907812,Linteo Vlhčené čistící ubrousky na brýle,130.0,"[89, 82, 87]",73,72.0,72.0,74,73,72
2309,ropi02,907875,Santa Maria Tex Mex Taco shells,178.0,"[49, 148, 186]",102,102.0,102.0,102,102,102
2310,ropi02,908106,TePe Easy Pick Mezizubní párátka s cestovním pouzdrem oranžová XS/S,30.0,"[14, 72, 163]",13,8.0,8.0,15,15,8
2311,ropi02,908124,Šmajstrla Pohanková krupice,404.0,"[43, 155, 175]",35,29.0,28.0,37,37,29
2312,ropi02,908409,Leros Natur Močové cesty čaj,40.0,"[76, 66, 88]",49,49.0,49.0,49,49,49
2313,ropi02,908499,Ovocňák Kapsička jablko,130.0,"[33, 77, 147]",11,4.0,4.0,11,11,4
2314,ropi02,908505,Ovocňák Kapsička jablko a meruňka,128.0,"[147, 37, 74]",37,33.0,33.0,39,38,33
2315,ropi02,908877,TePe Colour Soft zubní kartáčky,53.0,"[230, 90, 18]",23,23.0,23.0,23,23,23
2316,ropi02,908880,TePe Dětské zubní kartáčky extra soft zoo 3+,50.0,"[220, 80, 10]",55,47.0,37.0,75,72,47
2317,ropi02,908895,Maretti Bruschette s příchutí špenátu a sýru,76.0,"[65, 113, 197]",1,0.0,,1,1,0
2318,ropi02,908907,Eco by Naty Dámské ECO vložky normal,120.0,"[205, 43, 85]",10,10.0,10.0,11,10,10
2319,ropi02,908910,Eco by Naty Dámské ECO vložky super,120.0,"[205, 38, 85]",36,32.0,32.0,36,36,32
2320,ropi02,908913,Eco by Naty Dámské ECO vložky noční,110.0,"[220, 40, 85]",16,14.0,14.0,16,16,14
2321,ropi02,908916,Eco by Naty Dámské ECO slipové vložky normal,78.0,"[127, 55, 65]",23,23.0,23.0,23,23,23
2322,ropi02,908925,"Attitude Vlhčené ubrousky, bez vůně",460.0,"[53, 109, 194]",18,15.0,15.0,19,18,15
2323,ropi02,909003,Gillette Venus Náhradní hlavice,34.0,"[27, 95, 105]",17,17.0,17.0,17,17,17
2324,ropi02,909027,Niteola Klasické kolíčky na prádlo,90.0,"[30, 70, 110]",28,27.0,27.0,28,28,27
2325,ropi02,909213,Hello Cuuc 100% ovocná přesnídávka s mangem kapsička,110.0,"[32, 78, 141]",36,34.0,34.0,36,36,34
2326,ropi02,909216,Hello Cuuc 100% ovocná přesnídávka s banány kapsička,110.0,"[32, 76, 137]",23,21.0,21.0,23,23,21
2327,ropi02,909357,Organyc BIO Dámské vložky denní,110.0,"[78, 95, 124]",38,38.0,38.0,38,38,38
2328,ropi02,909360,Organyc BIO Dámské vložky dlouhé noční,130.0,"[80, 101, 118]",38,38.0,38.0,38,38,38
2329,ropi02,909375,Old England Černý čaj,100.0,"[69, 71, 142]",26,26.0,26.0,26,26,26
2330,ropi02,909387,Biogena Čaj Majestic Noni & švestka,88.0,"[75, 81, 138]",20,19.0,19.0,21,20,19
2331,ropi02,909834,Kotányi Paprika lahůdková,127.0,"[43, 65, 151]",94,85.0,85.0,94,94,85
2332,ropi02,909888,"Tierra Verde Žlučové mýdlo na praní, odstraňovač skvrn",156.0,"[30, 56, 97]",77,74.0,74.0,77,77,74
2333,ropi02,909993,Kotányi Kuře grilované,30.0,"[11, 103, 139]",51,45.0,45.0,57,51,45
2334,ropi02,910011,Kotányi Guláš,30.0,"[11, 102, 139]",85,82.0,82.0,88,86,82
2335,ropi02,910191,Carefree Cotton slipové vložky,142.0,"[159, 144, 69]",80,80.0,80.0,80,80,80
2336,ropi02,910269,Somat Deo duo perls s vůní citronu a pomeranče,30.0,"[37, 94, 175]",39,39.0,39.0,40,39,39
2337,ropi02,910284,Sudocrem,78.0,"[53, 86, 86]",17,12.0,12.0,37,36,12
2338,ropi02,910362,Colgate Zig zag zubní kartáček střední,46.0,"[27, 69, 228]",14,14.0,14.0,14,14,14
2339,ropi02,910563,Chilly Pocket delicate intimní ubrousky,60.0,"[27, 64, 126]",36,35.0,35.0,37,37,35
2340,ropi02,910689,Extrudo Kukuřičná mouka polohrubá,408.0,"[65, 121, 214]",48,49.0,44.0,56,55,49
2341,ropi02,911169,Duck Fresh Discs Mořská vůně 36ml,92.0,"[53, 142, 183]",25,25.0,25.0,25,25,25
2342,ropi02,911253,Jihlavanka Extra Standard Jemná mletá káva,150.0,"[44, 112, 207]",32,27.0,27.0,32,32,27
2343,ropi02,911265,"Tchibo Exclusive pražená mletá káva 250g x 2ks,",518.0,"[48, 158, 176]",7,7.0,7.0,7,7,7
2344,ropi02,911271,Tchibo Espresso Milano pražená mletá káva,258.0,"[147, 49, 92]",13,13.0,13.0,13,13,13
2345,ropi02,911274,Tchibo Espresso Sicilia pražená mletá káva,262.0,"[147, 48, 93]",6,6.0,6.0,6,6,6
2346,ropi02,911298,"Kotányi Šafrán 0,12g",4.0,"[10, 103, 139]",29,29.0,29.0,60,29,29
2347,ropi02,911358,Tchibo Cafissimo Caffé Crema Decaffeinated,116.0,"[49, 61, 199]",25,24.0,24.0,26,26,24
2348,ropi02,911406,Santa Maria Tex Mex Fajita seasoning mix kořenící přípravek,30.0,"[11, 118, 154]",76,77.0,77.0,85,77,77
2349,ropi02,911427,Racio Silouette kukuřičné chlebíčky s mléčnokakaovým dekorem,78.0,"[27, 94, 209]",44,44.0,44.0,44,44,44
2350,ropi02,911436,Racio Polomáčené chlebíčky kukuřičné v mléčnokakaové polevě,105.0,"[28, 97, 210]",42,40.0,40.0,42,42,40
2351,ropi02,911442,Racio Raciolky mléčnokakaové,60.0,"[48, 142, 192]",74,72.0,72.0,74,74,72
2352,ropi02,911451,Racio Cornies kukuřičné s medvědím česnekem,130.0,"[187, 93, 97]",41,36.0,35.0,42,42,36
2353,ropi02,911457,Racio Knäckebrot žitný se sezamem,276.0,"[64, 108, 198]",102,102.0,102.0,103,102,102
2354,ropi02,911646,Sanytol Dezinfekční odstraňovač skvrn,511.0,"[112, 96, 97]",45,45.0,45.0,46,45,45
2355,ropi02,911649,Curaprox Super Soft 3960,58.0,"[27, 70, 225]",49,48.0,48.0,50,49,48
2356,ropi02,912348,Swissdent Colours Středně měkké zubní kartáčky,40.0,"[18, 59, 225]",8,8.0,8.0,8,8,8
2357,ropi02,912471,PICKWICK čaj Citrusy s bezovým květem,70.0,"[74, 63, 124]",53,52.0,52.0,53,53,52
2358,ropi02,913080,Kolorado WC fresh Ocean závěs 40g,58.0,"[30, 100, 145]",24,23.0,23.0,25,24,23
2359,ropi02,913818,Bref DuoAktiv Pine WC blok + 2× náhradní náplň,235.0,"[50, 125, 219]",30,29.0,29.0,30,30,29
2360,ropi02,914016,Kotányi Kopr sušený,10.0,"[13, 103, 139]",92,89.0,89.0,93,92,89
2361,ropi02,914205,Bonavita Zajíc Rýžový nápoj,448.0,"[53, 151, 215]",6,6.0,6.0,6,6,6
2362,ropi02,914541,Miyako Japan Miso pasta světlá,167.0,"[29, 96, 143]",58,57.0,57.0,58,58,57
2363,ropi02,914625,HiPP Babysanft Vlhčený toaletní papír,236.0,"[57, 99, 160]",53,47.0,47.0,53,53,47
2364,ropi02,914649,Mixit müsli To pravé ořechové,502.0,"[201, 100, 102]",56,56.0,56.0,60,56,56
2365,ropi02,914928,Niteola Koupelová houba zvířátka,10.0,"[40, 100, 150]",35,35.0,35.0,35,35,35
2366,ropi02,915630,Organyc BIO Dámské vložky slipové +,78.0,"[181, 71, 82]",26,26.0,26.0,26,26,26
2367,ropi02,915807,Bonduelle Vapeur Fazole Borlotti,378.0,"[84, 83, 83]",15,15.0,15.0,15,15,15
2368,ropi02,915927,Vitana Salátové koření,30.0,"[12, 97, 136]",41,41.0,41.0,54,41,41
2369,ropi02,915981,Indiana Jerky Hovězí maso sušené natural,30.0,"[130, 170, 10]",12,12.0,12.0,12,12,12
2370,ropi02,916557,Lagris Cizrna,452.0,"[59, 91, 161]",41,41.0,41.0,41,41,41
2371,ropi02,916704,"Attitude Tablety do myčky, bez fosfátů",472.0,"[103, 67, 154]",33,33.0,33.0,33,33,33
2372,ropi02,916728,Seville Premium Olivy zelené s papričkou,394.0,"[117, 65, 66]",21,21.0,21.0,21,21,21
2373,ropi02,916908,Curaprox Soft 1560 zubní kartáčky,56.0,"[27, 69, 224]",28,24.0,24.0,28,28,24
2374,ropi02,916947,Kotányi Salát Tsatsiki,16.0,"[11, 89, 134]",14,15.0,15.0,24,15,15
2375,ropi02,917106,Rio Mare Insalatissime Tuňákový salát Texana,184.0,"[42, 100, 101]",7,2.0,2.0,7,7,2
2376,ropi02,917154,7Days Croissant s náplní spumante,63.0,"[47, 97, 193]",52,45.0,45.0,52,52,45
2377,ropi02,917172,7Days Croissant double vanilka a pomeranč,63.0,"[48, 96, 187]",23,24.0,23.0,24,24,23
2378,ropi02,917376,Land-Leben Krutony bylinky,80.0,"[54, 96, 155]",73,72.0,72.0,74,73,72
2379,ropi02,917388,Nutrend Protein pancake čokoláda+kakao,50.0,"[17, 108, 149]",53,53.0,53.0,54,53,53
2380,ropi02,917400,Adventure Menu Hovězí guláš s bramborem,420.0,"[43, 155, 189]",13,13.0,13.0,14,14,13
2381,ropi02,917406,Brit Premium Cat with Chicken fillets kapsička pro kočky,88.0,"[73, 127, 97]",10,10.0,10.0,10,10,10
2382,ropi02,917424,Adventure Menu Kuře po zahradnicku s fazolemi,412.0,"[43, 156, 193]",4,4.0,4.0,4,4,4
2383,ropi02,917451,Always Ultra super plus Hygienické vložky,176.0,"[99, 128, 197]",21,21.0,21.0,21,21,21
2384,ropi02,917466,Adventure Menu Krůtí na cibulce,212.0,"[31, 155, 191]",6,6.0,6.0,6,6,6
2385,ropi02,917547,Druid Kuskus pšeničný (krabička),378.0,"[170, 41, 125]",13,13.0,13.0,13,13,13
2386,ropi02,917571,Discreet Multiform Waterlily Prodyšné Intimky,144.0,"[156, 144, 60]",107,106.0,106.0,108,107,106
2387,ropi02,917718,Dannemann Moods Filter 20´s,46.0,"[21, 89, 99]",1,1.0,1.0,1,1,1
2388,ropi02,917721,Dannemann Moods Gold Filter 20´s,46.0,"[21, 90, 99]",1,1.0,1.0,1,1,1
2389,ropi02,917727,Dannemann Moods 20´s,40.0,"[21, 81, 90]",1,0.0,,1,1,0
2390,ropi02,917901,Milzu! BIO Žitné cereálie bez cukru,340.0,"[222, 55, 192]",50,49.0,47.0,53,53,49
